,State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall
13961,madhya pradesh,barley,kharif     ,sagar,1284.375,2257.5,1.6825,nan,nan
13962,madhya pradesh,barley,kharif     ,satna,7721.5,20972.375,2.25,nan,nan
13963,madhya pradesh,barley,kharif     ,sehore,196.3333333,237.6666667,2.161666667,nan,nan
13964,madhya pradesh,barley,kharif     ,shahdol,880.1428571,901.2857143,1.208571429,nan,nan
13965,madhya pradesh,barley,kharif     ,shajapur,302.6,396.4,1.768,nan,nan
13966,madhya pradesh,barley,kharif     ,sheopur,503.7142857,1197.714286,2.691428571,nan,nan
13967,madhya pradesh,barley,kharif     ,shivpuri,2365.5,4839.0,1.8375,nan,nan
13968,madhya pradesh,barley,kharif     ,sidhi,3251.875,5826.625,1.65875,nan,nan
13969,madhya pradesh,barley,kharif     ,singrauli,10678.875,28487.5,2.54875,nan,nan
13970,madhya pradesh,barley,kharif     ,tikamgarh,7541.625,16594.125,2.22125,nan,nan
13971,madhya pradesh,barley,kharif     ,ujjain,20.2,39.2,1.85,nan,nan
13972,madhya pradesh,barley,kharif     ,umaria,311.5714286,271.4285714,1.015714286,nan,nan
13973,madhya pradesh,barley,kharif     ,vidisha,374.2857143,785.7142857,2.34,nan,nan
13974,madhya pradesh,barley,rabi       ,agar malwa,34.0,80.0,2.35,nan,nan
13975,madhya pradesh,barley,rabi       ,alirajpur,7.0,7.0,1.0,nan,nan
13976,madhya pradesh,barley,rabi       ,anuppur,127.7142857,87.14285714,0.704285714,nan,nan
13977,madhya pradesh,barley,rabi       ,ashoknagar,344.8571429,766.1428571,2.17,nan,nan
13978,madhya pradesh,barley,rabi       ,balaghat,1.5,2.5,1.8325,nan,nan
13979,madhya pradesh,barley,rabi       ,barwani,28.0,90.0,3.21,nan,nan
13980,madhya pradesh,barley,rabi       ,betul,10.0,10.0,1.0,nan,nan
13981,madhya pradesh,barley,rabi       ,bhind,7405.846154,12859.69231,1.825384615,nan,nan
13982,madhya pradesh,barley,rabi       ,bhopal,3.833333333,5.666666667,1.625,nan,nan
13983,madhya pradesh,barley,rabi       ,bilaspur,300.0,100.0,0.33,nan,nan
13984,madhya pradesh,barley,rabi       ,chhatarpur,10277.92308,12825.30769,1.237692308,nan,nan
13985,madhya pradesh,barley,rabi       ,chhindwara,54.0,10.0,0.19,nan,nan
13986,madhya pradesh,barley,rabi       ,damoh,73.92307692,101.5384615,1.396153846,nan,nan
13987,madhya pradesh,barley,rabi       ,datia,3415.923077,6571.076923,2.037692308,nan,nan
13988,madhya pradesh,barley,rabi       ,dewas,41.72727273,66.90909091,1.729090909,nan,nan
13989,madhya pradesh,barley,rabi       ,dhar,31.38461538,36.0,1.286153846,nan,nan
13990,madhya pradesh,barley,rabi       ,dindori,45.66666667,40.41666667,0.819166667,nan,nan
13991,madhya pradesh,barley,rabi       ,guna,131.8461538,226.8461538,2.006923077,nan,nan
13992,madhya pradesh,barley,rabi       ,gwalior,1222.615385,3444.923077,2.770769231,nan,nan
13993,madhya pradesh,barley,rabi       ,harda,196.3333333,303.9166667,1.780833333,nan,nan
13994,madhya pradesh,barley,rabi       ,hoshangabad,83.84615385,115.3846154,1.606923077,nan,nan
13995,madhya pradesh,barley,rabi       ,indore,3.142857143,5.428571429,1.857142857,nan,nan
13996,madhya pradesh,barley,rabi       ,jabalpur,58.81818182,80.27272727,1.722727273,nan,nan
13997,madhya pradesh,barley,rabi       ,jhabua,146.0,128.0769231,0.943846154,nan,nan
13998,madhya pradesh,barley,rabi       ,katni,340.1666667,358.5833333,1.14,nan,nan
13999,madhya pradesh,barley,rabi       ,khandwa,3.666666667,5.666666667,1.621666667,nan,nan
14000,madhya pradesh,barley,rabi       ,korba,200.0,200.0,1.0,nan,nan
14001,madhya pradesh,barley,rabi       ,korea,1100.0,900.0,0.82,nan,nan
14002,madhya pradesh,barley,rabi       ,mandla,24.66666667,24.25,1.026666667,nan,nan
14003,madhya pradesh,barley,rabi       ,mandsaur,262.8461538,628.8461538,2.411538462,nan,nan
14004,madhya pradesh,barley,rabi       ,morena,2024.923077,3361.538462,1.795384615,nan,nan
14005,madhya pradesh,barley,rabi       ,neemuch,653.0,1862.916667,2.703333333,nan,nan
14006,madhya pradesh,barley,rabi       ,niwari,621.0,1439.0,2.32,nan,nan
14007,madhya pradesh,barley,rabi       ,panna,2863.769231,2888.538462,1.038461538,nan,nan
14008,madhya pradesh,barley,rabi       ,raisen,39.23076923,72.0,2.375384615,nan,nan
14009,madhya pradesh,barley,rabi       ,rajgarh,124.0769231,162.9230769,1.373846154,nan,nan
14010,madhya pradesh,barley,rabi       ,ratlam,42.69230769,104.8461538,2.592307692,nan,nan
14011,madhya pradesh,barley,rabi       ,rewa,4943.923077,2981.384615,0.668461538,nan,nan
14012,madhya pradesh,barley,rabi       ,sagar,756.0,1037.384615,1.447692308,nan,nan
14013,madhya pradesh,barley,rabi       ,satna,7010.307692,6375.692308,0.933076923,nan,nan
14014,madhya pradesh,barley,rabi       ,sehore,71.84615385,101.0,1.48,nan,nan
14015,madhya pradesh,barley,rabi       ,seoni,3.0,3.5,1.285,nan,nan
14016,madhya pradesh,barley,rabi       ,shahdol,992.0769231,585.5384615,0.643846154,nan,nan
14017,madhya pradesh,barley,rabi       ,shajapur,144.4615385,242.5384615,1.661538462,nan,nan
14018,madhya pradesh,barley,rabi       ,sheopur,436.9166667,679.5,1.675,nan,nan
14019,madhya pradesh,barley,rabi       ,shivpuri,1530.923077,2198.923077,1.413076923,nan,nan
14020,madhya pradesh,barley,rabi       ,sidhi,19011.0,15718.69231,0.874615385,nan,nan
14021,madhya pradesh,barley,rabi       ,singrauli,10766.33333,13917.66667,1.566666667,nan,nan
14022,madhya pradesh,barley,rabi       ,surguja,4950.0,4150.0,0.835,nan,nan
14023,madhya pradesh,barley,rabi       ,tikamgarh,8830.923077,16496.46154,1.886923077,nan,nan
14024,madhya pradesh,barley,rabi       ,ujjain,84.69230769,140.7692308,1.610769231,nan,nan
14025,madhya pradesh,barley,rabi       ,umaria,414.25,247.8333333,0.650833333,nan,nan
14026,madhya pradesh,barley,rabi       ,vidisha,347.6153846,637.8461538,1.851538462,nan,nan
14027,madhya pradesh,barley,whole year ,anuppur,89.0,54.0,0.61,nan,nan
14028,madhya pradesh,barley,whole year ,ashoknagar,658.0,1338.0,2.03,nan,nan
14029,madhya pradesh,barley,whole year ,bhind,5114.0,9282.0,1.82,nan,nan
14030,madhya pradesh,barley,whole year ,chhatarpur,10905.0,11754.0,1.08,nan,nan
14031,madhya pradesh,barley,whole year ,damoh,150.0,250.0,1.67,nan,nan
14032,madhya pradesh,barley,whole year ,datia,3296.0,7321.0,2.22,nan,nan
14033,madhya pradesh,barley,whole year ,dewas,38.0,79.0,2.08,nan,nan
14034,madhya pradesh,barley,whole year ,dhar,8.0,12.0,1.5,nan,nan
14035,madhya pradesh,barley,whole year ,dindori,11.0,9.0,0.82,nan,nan
14036,madhya pradesh,barley,whole year ,guna,9.0,17.0,1.89,nan,nan
14037,madhya pradesh,barley,whole year ,gwalior,1061.0,2722.0,2.57,nan,nan
14038,madhya pradesh,barley,whole year ,harda,178.0,322.0,1.81,nan,nan
14039,madhya pradesh,barley,whole year ,hoshangabad,4.0,9.0,2.25,nan,nan
14040,madhya pradesh,barley,whole year ,jabalpur,32.0,57.0,1.78,nan,nan
14041,madhya pradesh,barley,whole year ,jhabua,119.0,96.0,0.81,nan,nan
14042,madhya pradesh,barley,whole year ,katni,386.0,436.0,1.13,nan,nan
14043,madhya pradesh,barley,whole year ,mandla,10.0,9.0,0.9,nan,nan
14044,madhya pradesh,barley,whole year ,mandsaur,230.0,545.0,2.37,nan,nan
14045,madhya pradesh,barley,whole year ,morena,1720.0,3054.0,1.78,nan,nan
14046,madhya pradesh,barley,whole year ,neemuch,796.0,2180.0,2.74,nan,nan
14047,madhya pradesh,barley,whole year ,panna,3527.0,4609.0,1.31,nan,nan
14048,madhya pradesh,barley,whole year ,raisen,4.0,10.0,2.5,nan,nan
14049,madhya pradesh,barley,whole year ,rajgarh,156.0,244.0,1.56,nan,nan
14050,madhya pradesh,barley,whole year ,ratlam,53.0,153.0,2.89,nan,nan
14051,madhya pradesh,barley,whole year ,rewa,5195.0,3171.0,0.61,nan,nan
14052,madhya pradesh,barley,whole year ,sagar,852.0,1365.0,1.6,nan,nan
14053,madhya pradesh,barley,whole year ,satna,7263.0,7483.0,1.03,nan,nan
14054,madhya pradesh,barley,whole year ,sehore,65.0,132.0,2.03,nan,nan
14055,madhya pradesh,barley,whole year ,shahdol,748.0,507.0,0.68,nan,nan
14056,madhya pradesh,barley,whole year ,shajapur,199.0,313.0,1.57,nan,nan
14057,madhya pradesh,barley,whole year ,sheopur,623.0,966.0,1.55,nan,nan
14058,madhya pradesh,barley,whole year ,shivpuri,1329.0,1966.0,1.48,nan,nan
14059,madhya pradesh,barley,whole year ,sidhi,4610.0,3800.0,0.82,nan,nan
14060,madhya pradesh,barley,whole year ,singrauli,13499.0,12840.0,0.95,nan,nan
14061,madhya pradesh,barley,whole year ,tikamgarh,11332.0,19561.0,1.73,nan,nan
14062,madhya pradesh,barley,whole year ,ujjain,36.0,56.0,1.56,nan,nan
14063,madhya pradesh,barley,whole year ,umaria,401.0,254.0,0.63,nan,nan
14064,madhya pradesh,barley,whole year ,vidisha,359.0,684.0,1.91,nan,nan
14065,madhya pradesh,cashewnut,whole year ,jhabua,1.0,0.0,0.0,nan,nan
14066,madhya pradesh,castor seed,kharif     ,agar malwa,1.0,nan,0.0,nan,nan
14067,madhya pradesh,castor seed,kharif     ,alirajpur,985.875,495.25,0.45,nan,nan
14068,madhya pradesh,castor seed,kharif     ,balaghat,26.375,9.066666667,0.301875,nan,nan
14069,madhya pradesh,castor seed,kharif     ,barwani,218.625,91.4375,0.325625,nan,nan
14070,madhya pradesh,castor seed,kharif     ,bastar,2.0,1.0,0.5,nan,nan
14071,madhya pradesh,castor seed,kharif     ,betul,13.25,6.333333333,0.2675,nan,nan
14072,madhya pradesh,castor seed,kharif     ,bhind,4.5,1.5,0.395,nan,nan
14073,madhya pradesh,castor seed,kharif     ,bilaspur,27.0,8.0,0.3,nan,nan
14074,madhya pradesh,castor seed,kharif     ,burhanpur,206.3,126.625,0.201,nan,nan
14075,madhya pradesh,castor seed,kharif     ,chhatarpur,7.0,1.666666667,0.21,nan,nan
14076,madhya pradesh,castor seed,kharif     ,chhindwara,26.53333333,8.4,0.328666667,nan,nan
14077,madhya pradesh,castor seed,kharif     ,dantewada,1.0,0.0,0.0,nan,nan
14078,madhya pradesh,castor seed,kharif     ,datia,759.5,365.0,0.356666667,nan,nan
14079,madhya pradesh,castor seed,kharif     ,dewas,4.75,1.25,0.3575,nan,nan
14080,madhya pradesh,castor seed,kharif     ,dhamtari,6.0,2.0,0.33,nan,nan
14081,madhya pradesh,castor seed,kharif     ,dhar,266.8666667,79.73333333,0.37,nan,nan
14082,madhya pradesh,castor seed,kharif     ,guna,3.0,1.5,0.5,nan,nan
14083,madhya pradesh,castor seed,kharif     ,harda,5.428571429,2.75,0.174285714,nan,nan
14084,madhya pradesh,castor seed,kharif     ,hoshangabad,9.230769231,4.0,0.33,nan,nan
14085,madhya pradesh,castor seed,kharif     ,indore,18.5,5.0,0.145,nan,nan
14086,madhya pradesh,castor seed,kharif     ,janjgir-champa,46.0,14.0,0.3,nan,nan
14087,madhya pradesh,castor seed,kharif     ,jhabua,545.3571429,219.3571429,0.427857143,nan,nan
14088,madhya pradesh,castor seed,kharif     ,katni,3.666666667,1.5,0.2,nan,nan
14089,madhya pradesh,castor seed,kharif     ,khandwa,426.3125,115.6875,0.26875,nan,nan
14090,madhya pradesh,castor seed,kharif     ,khargone,534.6666667,256.8,0.401333333,nan,nan
14091,madhya pradesh,castor seed,kharif     ,mandsaur,1.714285714,1.0,0.214285714,nan,nan
14092,madhya pradesh,castor seed,kharif     ,morena,4.428571429,2.8,0.42,nan,nan
14093,madhya pradesh,castor seed,kharif     ,narsinghpur,3.5,1.5,0.45,nan,nan
14094,madhya pradesh,castor seed,kharif     ,neemuch,1.0,0.0,0.05,nan,nan
14095,madhya pradesh,castor seed,kharif     ,panna,6.333333333,4.0,0.313333333,nan,nan
14096,madhya pradesh,castor seed,kharif     ,raipur,11.0,4.0,0.36,nan,nan
14097,madhya pradesh,castor seed,kharif     ,rajgarh,22.0,6.5,0.3,nan,nan
14098,madhya pradesh,castor seed,kharif     ,rajnandgaon,9.0,3.0,0.33,nan,nan
14099,madhya pradesh,castor seed,kharif     ,ratlam,8.461538462,4.666666667,0.247692308,nan,nan
14100,madhya pradesh,castor seed,kharif     ,rewa,11.88888889,5.222222222,0.44,nan,nan
14101,madhya pradesh,castor seed,kharif     ,sagar,33.11111111,11.83333333,0.17,nan,nan
14102,madhya pradesh,castor seed,kharif     ,satna,4.75,1.428571429,0.25625,nan,nan
14103,madhya pradesh,castor seed,kharif     ,sehore,7.75,3.75,0.5125,nan,nan
14104,madhya pradesh,castor seed,kharif     ,seoni,5.222222222,2.375,0.368888889,nan,nan
14105,madhya pradesh,castor seed,kharif     ,shajapur,1.0,0.0,0.1,nan,nan
14106,madhya pradesh,castor seed,kharif     ,sheopur,63.66666667,41.66666667,0.68,nan,nan
14107,madhya pradesh,castor seed,kharif     ,shivpuri,16.44444444,6.0,0.434444444,nan,nan
14108,madhya pradesh,castor seed,kharif     ,sidhi,7.8,4.0,0.52,nan,nan
14109,madhya pradesh,castor seed,kharif     ,tikamgarh,5.0,2.0,0.4,nan,nan
14110,madhya pradesh,castor seed,kharif     ,ujjain,3.333333333,2.5,0.356666667,nan,nan
14111,madhya pradesh,castor seed,whole year ,alirajpur,429.0,184.0,0.43,nan,nan
14112,madhya pradesh,castor seed,whole year ,balaghat,13.0,4.0,0.31,nan,nan
14113,madhya pradesh,castor seed,whole year ,barwani,40.0,8.0,0.2,nan,nan
14114,madhya pradesh,castor seed,whole year ,burhanpur,18.0,5.0,0.28,nan,nan
14115,madhya pradesh,castor seed,whole year ,chhindwara,8.0,3.0,0.38,nan,nan
14116,madhya pradesh,castor seed,whole year ,dhar,28.0,11.0,0.39,nan,nan
14117,madhya pradesh,castor seed,whole year ,hoshangabad,7.0,3.0,0.43,nan,nan
14118,madhya pradesh,castor seed,whole year ,jhabua,211.0,89.0,0.42,nan,nan
14119,madhya pradesh,castor seed,whole year ,katni,17.0,5.0,0.29,nan,nan
14120,madhya pradesh,castor seed,whole year ,khandwa,455.0,118.0,0.26,nan,nan
14121,madhya pradesh,castor seed,whole year ,khargone,125.0,49.0,0.39,nan,nan
14122,madhya pradesh,castor seed,whole year ,sagar,1.0,nan,0.0,nan,nan
14123,madhya pradesh,castor seed,whole year ,satna,6.0,1.0,0.17,nan,nan
14124,madhya pradesh,castor seed,whole year ,shivpuri,3.0,1.0,0.33,nan,nan
14125,madhya pradesh,coriander,whole year ,agar malwa,17323.83333,20061.83333,1.131666667,nan,nan
14126,madhya pradesh,coriander,whole year ,alirajpur,158.0333333,319.1111111,1.438888889,nan,nan
14127,madhya pradesh,coriander,whole year ,anuppur,170.2913333,194.3333333,0.724666667,nan,nan
14128,madhya pradesh,coriander,whole year ,ashoknagar,6980.333333,8383.4,0.734666667,nan,nan
14129,madhya pradesh,coriander,whole year ,balaghat,338.0,176.0,0.512631579,nan,nan
14130,madhya pradesh,coriander,whole year ,barwani,149.3684211,87.05263158,0.452631579,nan,nan
14131,madhya pradesh,coriander,whole year ,betul,303.6315789,130.0,0.974736842,nan,nan
14132,madhya pradesh,coriander,whole year ,bhind,39.33846154,53.25,0.650769231,nan,nan
14133,madhya pradesh,coriander,whole year ,bhopal,1002.842105,724.2105263,0.723157895,nan,nan
14134,madhya pradesh,coriander,whole year ,burhanpur,267.6666667,304.0666667,0.679333333,nan,nan
14135,madhya pradesh,coriander,whole year ,chhatarpur,913.6315789,654.7894737,0.41,nan,nan
14136,madhya pradesh,coriander,whole year ,chhindwara,452.6894737,602.0,0.84,nan,nan
14137,madhya pradesh,coriander,whole year ,damoh,364.3571429,108.2142857,0.287857143,nan,nan
14138,madhya pradesh,coriander,whole year ,datia,79.68421053,105.6842105,0.577894737,nan,nan
14139,madhya pradesh,coriander,whole year ,dewas,99.66315789,74.0,0.808947368,nan,nan
14140,madhya pradesh,coriander,whole year ,dhar,433.9447368,457.7894737,0.595789474,nan,nan
14141,madhya pradesh,coriander,whole year ,dindori,191.6666667,74.0,0.755555556,nan,nan
14142,madhya pradesh,coriander,whole year ,guna,54934.47368,36902.89474,0.585263158,nan,nan
14143,madhya pradesh,coriander,whole year ,gwalior,514.1052632,1309.789474,1.005263158,nan,nan
14144,madhya pradesh,coriander,whole year ,harda,262.2105263,171.1578947,0.661578947,nan,nan
14145,madhya pradesh,coriander,whole year ,hoshangabad,304.8684211,175.4210526,0.664210526,nan,nan
14146,madhya pradesh,coriander,whole year ,indore,205.5882353,163.8823529,0.538235294,nan,nan
14147,madhya pradesh,coriander,whole year ,jabalpur,1059.789474,902.7894737,0.587368421,nan,nan
14148,madhya pradesh,coriander,whole year ,jhabua,42.66666667,41.77777778,0.758888889,nan,nan
14149,madhya pradesh,coriander,whole year ,katni,493.6526316,516.1052632,0.486315789,nan,nan
14150,madhya pradesh,coriander,whole year ,khandwa,554.1578947,211.8421053,1.395789474,nan,nan
14151,madhya pradesh,coriander,whole year ,khargone,431.2105263,198.2631579,0.537894737,nan,nan
14152,madhya pradesh,coriander,whole year ,mandla,341.2263158,249.0,0.612105263,nan,nan
14153,madhya pradesh,coriander,whole year ,mandsaur,22732.05263,20349.89474,0.774210526,nan,nan
14154,madhya pradesh,coriander,whole year ,morena,4.833333333,3.333333333,0.651666667,nan,nan
14155,madhya pradesh,coriander,whole year ,narsinghpur,911.0831579,782.3157895,0.756315789,nan,nan
14156,madhya pradesh,coriander,whole year ,neemuch,8545.473684,7477.947368,0.737894737,nan,nan
14157,madhya pradesh,coriander,whole year ,panna,522.2368421,425.5789474,0.972631579,nan,nan
14158,madhya pradesh,coriander,whole year ,raisen,1117.947368,711.0526316,0.478947368,nan,nan
14159,madhya pradesh,coriander,whole year ,rajgarh,32523.47368,25450.94737,0.648947368,nan,nan
14160,madhya pradesh,coriander,whole year ,ratlam,868.6842105,845.8421053,0.953157895,nan,nan
14161,madhya pradesh,coriander,whole year ,rewa,1878.201053,4178.157895,0.847894737,nan,nan
14162,madhya pradesh,coriander,whole year ,sagar,794.6105263,1827.368421,1.298947368,nan,nan
14163,madhya pradesh,coriander,whole year ,satna,598.0789474,1337.947368,1.033157895,nan,nan
14164,madhya pradesh,coriander,whole year ,sehore,1109.263158,2680.789474,1.555263158,nan,nan
14165,madhya pradesh,coriander,whole year ,seoni,409.8947368,180.7368421,0.463684211,nan,nan
14166,madhya pradesh,coriander,whole year ,shahdol,224.1578947,567.7894737,1.104736842,nan,nan
14167,madhya pradesh,coriander,whole year ,shajapur,10232.0,4682.210526,0.672105263,nan,nan
14168,madhya pradesh,coriander,whole year ,sheopur,5673.210526,6933.210526,0.895263158,nan,nan
14169,madhya pradesh,coriander,whole year ,shivpuri,862.8947368,699.2631579,0.515263158,nan,nan
14170,madhya pradesh,coriander,whole year ,sidhi,368.7368421,396.0526316,0.835789474,nan,nan
14171,madhya pradesh,coriander,whole year ,singrauli,386.0909091,475.1818182,0.969090909,nan,nan
14172,madhya pradesh,coriander,whole year ,tikamgarh,394.6315789,238.1052632,0.487894737,nan,nan
14173,madhya pradesh,coriander,whole year ,ujjain,1179.674211,1919.263158,0.894210526,nan,nan
14174,madhya pradesh,coriander,whole year ,umaria,102.5789474,117.8421053,0.628421053,nan,nan
14175,madhya pradesh,coriander,whole year ,vidisha,2721.63,1774.111111,0.601111111,nan,nan
14176,madhya pradesh,cotton(lint),kharif     ,alirajpur,10486.54545,12561.81818,1.152727273,nan,nan
14177,madhya pradesh,cotton(lint),kharif     ,ashoknagar,3.0,5.0,1.67,nan,nan
14178,madhya pradesh,cotton(lint),kharif     ,barwani,58731.52381,84823.19048,1.325238095,nan,nan
14179,madhya pradesh,cotton(lint),kharif     ,bastar,75.0,21.0,0.28,nan,nan
14180,madhya pradesh,cotton(lint),kharif     ,betul,1105.05,789.65,0.7665,nan,nan
14181,madhya pradesh,cotton(lint),kharif     ,bhind,2.0,1.0,0.5,nan,nan
14182,madhya pradesh,cotton(lint),kharif     ,bhopal,13.0,10.0,0.77,nan,nan
14183,madhya pradesh,cotton(lint),kharif     ,burhanpur,43458.8125,53900.0625,1.354375,nan,nan
14184,madhya pradesh,cotton(lint),kharif     ,chhatarpur,16.0,24.0,1.5,nan,nan
14185,madhya pradesh,cotton(lint),kharif     ,chhindwara,30203.27273,62252.59091,2.052727273,nan,nan
14186,madhya pradesh,cotton(lint),kharif     ,dantewada,18.0,4.0,0.22,nan,nan
14187,madhya pradesh,cotton(lint),kharif     ,datia,1.0,2.0,2.0,nan,nan
14188,madhya pradesh,cotton(lint),kharif     ,dewas,21252.59091,21705.09091,1.143636364,nan,nan
14189,madhya pradesh,cotton(lint),kharif     ,dhar,97063.5,122880.0,1.271363636,nan,nan
14190,madhya pradesh,cotton(lint),kharif     ,dindori,7.0,10.0,1.43,nan,nan
14191,madhya pradesh,cotton(lint),kharif     ,guna,867.3333333,526.6666667,0.853333333,nan,nan
14192,madhya pradesh,cotton(lint),kharif     ,harda,1709.052632,1232.526316,0.991052632,nan,nan
14193,madhya pradesh,cotton(lint),kharif     ,hoshangabad,650.3333333,790.5555556,0.866666667,nan,nan
14194,madhya pradesh,cotton(lint),kharif     ,indore,392.6666667,251.2,1.044666667,nan,nan
14195,madhya pradesh,cotton(lint),kharif     ,jabalpur,1.0,1.0,1.0,nan,nan
14196,madhya pradesh,cotton(lint),kharif     ,jhabua,25282.0,21696.86364,0.901363636,nan,nan
14197,madhya pradesh,cotton(lint),kharif     ,katni,16.0,17.0,1.06,nan,nan
14198,madhya pradesh,cotton(lint),kharif     ,khandwa,77699.59091,65543.22727,0.916363636,nan,nan
14199,madhya pradesh,cotton(lint),kharif     ,khargone,197073.1364,229600.4545,1.132727273,nan,nan
14200,madhya pradesh,cotton(lint),kharif     ,mandla,1.0,nan,0.0,nan,nan
14201,madhya pradesh,cotton(lint),kharif     ,mandsaur,546.4736842,460.5,0.724736842,nan,nan
14202,madhya pradesh,cotton(lint),kharif     ,morena,34.5,60.5,1.625,nan,nan
14203,madhya pradesh,cotton(lint),kharif     ,narsinghpur,14.5,17.5,1.24,nan,nan
14204,madhya pradesh,cotton(lint),kharif     ,neemuch,411.5,399.5833333,0.768571429,nan,nan
14205,madhya pradesh,cotton(lint),kharif     ,panna,1.0,nan,0.0,nan,nan
14206,madhya pradesh,cotton(lint),kharif     ,raisen,27.5,14.125,0.58875,nan,nan
14207,madhya pradesh,cotton(lint),kharif     ,rajgarh,9.8,7.4,0.798,nan,nan
14208,madhya pradesh,cotton(lint),kharif     ,rajnandgaon,1.0,1.0,1.0,nan,nan
14209,madhya pradesh,cotton(lint),kharif     ,ratlam,23656.27273,30027.59091,1.280909091,nan,nan
14210,madhya pradesh,cotton(lint),kharif     ,rewa,7.0,3.0,0.43,nan,nan
