,State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall
13664,laddak,masoor,rabi       ,leh ladakh,6.25,2.875,0.4425,nan,nan
13665,laddak,moong(green gram),rabi       ,leh ladakh,2.0,1.0,0.25,nan,nan
13666,laddak,moth,rabi       ,leh ladakh,7.0,2.5,0.4,nan,nan
13667,laddak,onion,kharif     ,kargil,2.0,2.0,0.95,nan,nan
13668,laddak,onion,rabi       ,leh ladakh,4.5,3.5,1.22,nan,nan
13669,laddak,onion,whole year ,leh ladakh,8.25,5.25,0.64,nan,nan
13670,laddak,other  rabi pulses,rabi       ,kargil,96.14285714,47.42857143,0.672857143,nan,nan
13671,laddak,other  rabi pulses,rabi       ,leh ladakh,40.5,22.5,0.69,nan,nan
13672,laddak,other cereals,kharif     ,kargil,472.0,247.6666667,0.503333333,nan,nan
13673,laddak,other cereals,kharif     ,leh ladakh,88.42857143,52.71428571,0.577142857,nan,nan
13674,laddak,other cereals,rabi       ,kargil,3439.25,1908.5,0.5575,nan,nan
13675,laddak,other cereals,rabi       ,leh ladakh,4183.2,2290.2,0.536,nan,nan
13676,laddak,peas & beans (pulses),kharif     ,kargil,12.0,2.5,0.33,nan,nan
13677,laddak,peas & beans (pulses),rabi       ,kargil,507.9090909,394.9090909,0.78,nan,nan
13678,laddak,peas & beans (pulses),rabi       ,leh ladakh,192.7272727,111.0,0.569090909,nan,nan
13679,laddak,potato,kharif     ,kargil,26.25,245.5,9.3475,nan,nan
13680,laddak,potato,kharif     ,leh ladakh,6.5,61.0,9.32,nan,nan
13681,laddak,potato,rabi       ,kargil,18.0,168.0,9.332,nan,nan
13682,laddak,potato,rabi       ,leh ladakh,112.1428571,1046.285714,9.332857143,nan,nan
13683,laddak,potato,whole year ,leh ladakh,56.66666667,529.0,9.333333333,nan,nan
13684,laddak,rapeseed &mustard,rabi       ,leh ladakh,73.16666667,77.33333333,1.034166667,nan,nan
13685,laddak,small millets,kharif     ,kargil,561.0,311.0,0.5525,nan,nan
13686,laddak,small millets,kharif     ,leh ladakh,1220.2,705.2,0.54,nan,nan
13687,laddak,wheat,rabi       ,kargil,1483.384615,1283.538462,0.865384615,nan,nan
13688,laddak,wheat,rabi       ,leh ladakh,2707.461538,2389.384615,0.887692308,nan,nan
13689,madhya pradesh,arhar/tur,kharif     ,agar malwa,2342.714286,2029.142857,0.838571429,nan,nan
13690,madhya pradesh,arhar/tur,kharif     ,alirajpur,3183.2,1989.4,0.602,nan,nan
13691,madhya pradesh,arhar/tur,kharif     ,anuppur,5957.9375,3336.875,0.49875,nan,nan
13692,madhya pradesh,arhar/tur,kharif     ,ashoknagar,663.0,532.0714286,0.625,nan,nan
13693,madhya pradesh,arhar/tur,kharif     ,balaghat,4043.181818,4671.363636,1.069090909,nan,nan
13694,madhya pradesh,arhar/tur,kharif     ,barwani,4667.619048,2666.571429,0.608095238,nan,nan
13695,madhya pradesh,arhar/tur,kharif     ,bastar,1468.333333,1713.0,1.203333333,nan,nan
13696,madhya pradesh,arhar/tur,kharif     ,betul,21283.40909,15400.27273,0.727727273,nan,nan
13697,madhya pradesh,arhar/tur,kharif     ,bhind,5443.636364,3776.045455,0.753636364,nan,nan
13698,madhya pradesh,arhar/tur,kharif     ,bhopal,2074.636364,2126.0,0.802727273,nan,nan
13699,madhya pradesh,arhar/tur,kharif     ,bilaspur,4021.666667,3438.0,0.91,nan,nan
13700,madhya pradesh,arhar/tur,kharif     ,burhanpur,4853.5,5469.1875,1.076875,nan,nan
13701,madhya pradesh,arhar/tur,kharif     ,chhatarpur,9128.454545,4717.136364,0.531363636,nan,nan
13702,madhya pradesh,arhar/tur,kharif     ,chhindwara,23515.86364,33444.72727,1.426818182,nan,nan
13703,madhya pradesh,arhar/tur,kharif     ,damoh,12448.40909,10463.54545,0.78,nan,nan
13704,madhya pradesh,arhar/tur,kharif     ,dantewada,992.0,1081.5,1.09,nan,nan
13705,madhya pradesh,arhar/tur,kharif     ,datia,2679.85,1591.05,0.58,nan,nan
13706,madhya pradesh,arhar/tur,kharif     ,dewas,7018.136364,4971.772727,0.742272727,nan,nan
13707,madhya pradesh,arhar/tur,kharif     ,dhamtari,306.5,182.0,0.635,nan,nan
13708,madhya pradesh,arhar/tur,kharif     ,dhar,4090.909091,2717.727273,0.626363636,nan,nan
13709,madhya pradesh,arhar/tur,kharif     ,dindori,4651.761905,3036.904762,0.663333333,nan,nan
13710,madhya pradesh,arhar/tur,kharif     ,durg,5426.666667,3974.666667,0.75,nan,nan
13711,madhya pradesh,arhar/tur,kharif     ,guna,1195.95,783.45,0.6195,nan,nan
13712,madhya pradesh,arhar/tur,kharif     ,gwalior,1153.35,764.45,0.5985,nan,nan
13713,madhya pradesh,arhar/tur,kharif     ,harda,2559.421053,2791.736842,1.022105263,nan,nan
13714,madhya pradesh,arhar/tur,kharif     ,hoshangabad,10231.13636,11243.04545,1.065909091,nan,nan
13715,madhya pradesh,arhar/tur,kharif     ,indore,795.1904762,614.4761905,0.656666667,nan,nan
13716,madhya pradesh,arhar/tur,kharif     ,jabalpur,8881.136364,8931.909091,1.079545455,nan,nan
13717,madhya pradesh,arhar/tur,kharif     ,janjgir-champa,980.5,1203.0,1.21,nan,nan
13718,madhya pradesh,arhar/tur,kharif     ,jashpur,2272.0,2770.5,1.215,nan,nan
13719,madhya pradesh,arhar/tur,kharif     ,jhabua,4066.5,2563.909091,0.607272727,nan,nan
13720,madhya pradesh,arhar/tur,kharif     ,kabirdham,5900.0,6100.0,1.03,nan,nan
13721,madhya pradesh,arhar/tur,kharif     ,kanker,317.5,453.0,1.44,nan,nan
13722,madhya pradesh,arhar/tur,kharif     ,katni,6165.47619,5339.333333,0.893333333,nan,nan
13723,madhya pradesh,arhar/tur,kharif     ,khandwa,10681.36364,10068.31818,0.905454545,nan,nan
13724,madhya pradesh,arhar/tur,kharif     ,khargone,14834.68182,9624.045455,0.643181818,nan,nan
13725,madhya pradesh,arhar/tur,kharif     ,korba,547.0,570.0,1.04,nan,nan
13726,madhya pradesh,arhar/tur,kharif     ,korea,2310.0,2642.5,1.145,nan,nan
13727,madhya pradesh,arhar/tur,kharif     ,mahasamund,748.5,586.0,0.775,nan,nan
13728,madhya pradesh,arhar/tur,kharif     ,mandla,4530.190476,4005.142857,0.871428571,nan,nan
13729,madhya pradesh,arhar/tur,kharif     ,mandsaur,1220.285714,738.2380952,0.548571429,nan,nan
13730,madhya pradesh,arhar/tur,kharif     ,morena,9205.363636,10355.95455,0.918181818,nan,nan
13731,madhya pradesh,arhar/tur,kharif     ,narsinghpur,32481.13636,42822.09091,1.346818182,nan,nan
13732,madhya pradesh,arhar/tur,kharif     ,neemuch,510.2222222,262.6111111,0.487222222,nan,nan
13733,madhya pradesh,arhar/tur,kharif     ,panna,8993.0,6999.681818,0.680454545,nan,nan
13734,madhya pradesh,arhar/tur,kharif     ,raipur,3308.0,2046.333333,0.633333333,nan,nan
13735,madhya pradesh,arhar/tur,kharif     ,raisen,27233.63636,19499.5,0.7,nan,nan
13736,madhya pradesh,arhar/tur,kharif     ,rajgarh,3252.285714,2073.47619,0.655714286,nan,nan
13737,madhya pradesh,arhar/tur,kharif     ,rajnandgaon,5464.0,5422.0,1.0,nan,nan
13738,madhya pradesh,arhar/tur,kharif     ,ratlam,1153.761905,1105.047619,0.80952381,nan,nan
13739,madhya pradesh,arhar/tur,kharif     ,rewa,21706.54545,12077.45455,0.551818182,nan,nan
13740,madhya pradesh,arhar/tur,kharif     ,sagar,6657.409091,5459.5,0.721818182,nan,nan
13741,madhya pradesh,arhar/tur,kharif     ,satna,23893.31818,15332.90909,0.523181818,nan,nan
13742,madhya pradesh,arhar/tur,kharif     ,sehore,7957.545455,5365.318182,0.672272727,nan,nan
13743,madhya pradesh,arhar/tur,kharif     ,seoni,9172.090909,9848.909091,1.047727273,nan,nan
13744,madhya pradesh,arhar/tur,kharif     ,shahdol,10713.66667,6452.714286,0.578571429,nan,nan
13745,madhya pradesh,arhar/tur,kharif     ,shajapur,2691.285714,1435.380952,0.521904762,nan,nan
13746,madhya pradesh,arhar/tur,kharif     ,sheopur,2081.619048,1671.238095,0.746190476,nan,nan
13747,madhya pradesh,arhar/tur,kharif     ,shivpuri,954.15,575.6,0.5455,nan,nan
13748,madhya pradesh,arhar/tur,kharif     ,sidhi,26073.54545,15003.36364,0.588181818,nan,nan
13749,madhya pradesh,arhar/tur,kharif     ,singrauli,19068.72727,23810.45455,1.229090909,nan,nan
13750,madhya pradesh,arhar/tur,kharif     ,surguja,10266.0,11622.66667,1.136666667,nan,nan
13751,madhya pradesh,arhar/tur,kharif     ,tikamgarh,756.6,566.7,0.484,nan,nan
13752,madhya pradesh,arhar/tur,kharif     ,ujjain,1550.181818,1213.272727,0.626363636,nan,nan
13753,madhya pradesh,arhar/tur,kharif     ,umaria,7982.238095,4672.952381,0.541904762,nan,nan
13754,madhya pradesh,arhar/tur,kharif     ,vidisha,2632.409091,1752.409091,0.660909091,nan,nan
13755,madhya pradesh,arhar/tur,whole year ,alirajpur,2751.0,1462.0,0.53,nan,nan
13756,madhya pradesh,arhar/tur,whole year ,anuppur,3652.0,1779.0,0.49,nan,nan
13757,madhya pradesh,arhar/tur,whole year ,ashoknagar,291.0,180.0,0.62,nan,nan
13758,madhya pradesh,arhar/tur,whole year ,balaghat,3048.0,3538.0,1.16,nan,nan
13759,madhya pradesh,arhar/tur,whole year ,barwani,4254.0,1790.0,0.42,nan,nan
13760,madhya pradesh,arhar/tur,whole year ,betul,29532.0,22147.0,0.75,nan,nan
13761,madhya pradesh,arhar/tur,whole year ,bhind,4063.0,2119.0,0.52,nan,nan
13762,madhya pradesh,arhar/tur,whole year ,bhopal,1651.0,1103.0,0.67,nan,nan
13763,madhya pradesh,arhar/tur,whole year ,burhanpur,3563.0,3657.0,1.03,nan,nan
13764,madhya pradesh,arhar/tur,whole year ,chhatarpur,10232.0,4531.0,0.44,nan,nan
13765,madhya pradesh,arhar/tur,whole year ,chhindwara,19775.0,31573.0,1.6,nan,nan
13766,madhya pradesh,arhar/tur,whole year ,damoh,6411.0,5439.0,0.85,nan,nan
13767,madhya pradesh,arhar/tur,whole year ,datia,435.0,191.0,0.44,nan,nan
13768,madhya pradesh,arhar/tur,whole year ,dewas,7448.0,4289.0,0.58,nan,nan
13769,madhya pradesh,arhar/tur,whole year ,dhar,3009.0,1653.0,0.55,nan,nan
13770,madhya pradesh,arhar/tur,whole year ,dindori,3742.0,2317.0,0.62,nan,nan
13771,madhya pradesh,arhar/tur,whole year ,guna,717.0,451.0,0.63,nan,nan
13772,madhya pradesh,arhar/tur,whole year ,gwalior,342.0,185.0,0.54,nan,nan
13773,madhya pradesh,arhar/tur,whole year ,harda,967.0,1014.0,1.05,nan,nan
13774,madhya pradesh,arhar/tur,whole year ,hoshangabad,6366.0,6787.0,1.07,nan,nan
13775,madhya pradesh,arhar/tur,whole year ,indore,653.0,475.0,0.73,nan,nan
13776,madhya pradesh,arhar/tur,whole year ,jabalpur,8065.0,9297.0,1.15,nan,nan
13777,madhya pradesh,arhar/tur,whole year ,jhabua,2468.0,1203.0,0.49,nan,nan
13778,madhya pradesh,arhar/tur,whole year ,katni,5024.0,3357.0,0.67,nan,nan
13779,madhya pradesh,arhar/tur,whole year ,khandwa,8904.0,9136.0,1.03,nan,nan
13780,madhya pradesh,arhar/tur,whole year ,khargone,13244.0,6336.0,0.48,nan,nan
13781,madhya pradesh,arhar/tur,whole year ,mandla,4036.0,3323.0,0.82,nan,nan
13782,madhya pradesh,arhar/tur,whole year ,mandsaur,987.0,542.0,0.55,nan,nan
13783,madhya pradesh,arhar/tur,whole year ,morena,4554.0,3413.0,0.75,nan,nan
13784,madhya pradesh,arhar/tur,whole year ,narsinghpur,30194.0,39642.0,1.31,nan,nan
13785,madhya pradesh,arhar/tur,whole year ,neemuch,537.0,238.0,0.44,nan,nan
13786,madhya pradesh,arhar/tur,whole year ,panna,7258.0,4180.0,0.58,nan,nan
13787,madhya pradesh,arhar/tur,whole year ,raisen,22621.0,14798.0,0.65,nan,nan
13788,madhya pradesh,arhar/tur,whole year ,rajgarh,3187.0,2191.0,0.69,nan,nan
13789,madhya pradesh,arhar/tur,whole year ,ratlam,910.0,659.0,0.72,nan,nan
13790,madhya pradesh,arhar/tur,whole year ,rewa,14438.0,7418.0,0.51,nan,nan
13791,madhya pradesh,arhar/tur,whole year ,sagar,3586.0,2566.0,0.72,nan,nan
13792,madhya pradesh,arhar/tur,whole year ,satna,15728.0,7244.0,0.46,nan,nan
13793,madhya pradesh,arhar/tur,whole year ,sehore,6078.0,5025.0,0.83,nan,nan
13794,madhya pradesh,arhar/tur,whole year ,seoni,7204.0,7510.0,1.04,nan,nan
13795,madhya pradesh,arhar/tur,whole year ,shahdol,6903.0,3363.0,0.49,nan,nan
13796,madhya pradesh,arhar/tur,whole year ,shajapur,2993.0,1557.0,0.52,nan,nan
13797,madhya pradesh,arhar/tur,whole year ,sheopur,1391.0,825.0,0.59,nan,nan
13798,madhya pradesh,arhar/tur,whole year ,shivpuri,596.0,408.0,0.68,nan,nan
13799,madhya pradesh,arhar/tur,whole year ,sidhi,14457.0,7357.0,0.51,nan,nan
13800,madhya pradesh,arhar/tur,whole year ,singrauli,17411.0,10283.0,0.59,nan,nan
13801,madhya pradesh,arhar/tur,whole year ,tikamgarh,180.0,65.0,0.36,nan,nan
13802,madhya pradesh,arhar/tur,whole year ,ujjain,1057.0,715.0,0.68,nan,nan
13803,madhya pradesh,arhar/tur,whole year ,umaria,6077.0,2783.0,0.46,nan,nan
13804,madhya pradesh,arhar/tur,whole year ,vidisha,1880.0,1285.0,0.68,nan,nan
13805,madhya pradesh,bajra,kharif     ,agar malwa,504.5,754.5,1.095,nan,nan
13806,madhya pradesh,bajra,kharif     ,alirajpur,14025.54545,15847.63636,1.121818182,nan,nan
13807,madhya pradesh,bajra,kharif     ,anuppur,1.666666667,3.0,1.89,nan,nan
13808,madhya pradesh,bajra,kharif     ,ashoknagar,1320.833333,1178.166667,1.486666667,nan,nan
13809,madhya pradesh,bajra,kharif     ,balaghat,13.08333333,19.58333333,0.728333333,nan,nan
13810,madhya pradesh,bajra,kharif     ,barwani,8496.238095,6037.238095,0.788095238,nan,nan
13811,madhya pradesh,bajra,kharif     ,betul,96.72727273,74.90909091,1.192727273,nan,nan
13812,madhya pradesh,bajra,kharif     ,bhind,38670.36364,76184.95455,1.781363636,nan,nan
13813,madhya pradesh,bajra,kharif     ,bhopal,11.0,25.5,2.27,nan,nan
13814,madhya pradesh,bajra,kharif     ,burhanpur,127.5384615,107.9230769,0.930769231,nan,nan
13815,madhya pradesh,bajra,kharif     ,chhatarpur,185.2222222,207.5555556,0.702222222,nan,nan
13816,madhya pradesh,bajra,kharif     ,chhindwara,226.6666667,257.9444444,0.856666667,nan,nan
13817,madhya pradesh,bajra,kharif     ,damoh,248.4375,520.75,1.36375,nan,nan
13818,madhya pradesh,bajra,kharif     ,datia,1372.190476,1800.47619,1.30047619,nan,nan
13819,madhya pradesh,bajra,kharif     ,dewas,54.30769231,45.66666667,0.850769231,nan,nan
13820,madhya pradesh,bajra,kharif     ,dhar,4334.636364,2730.409091,0.718636364,nan,nan
13821,madhya pradesh,bajra,kharif     ,dindori,1.5,1.5,1.0,nan,nan
13822,madhya pradesh,bajra,kharif     ,guna,116.3333333,141.6666667,1.348888889,nan,nan
13823,madhya pradesh,bajra,kharif     ,gwalior,8152.409091,16952.40909,2.025,nan,nan
13824,madhya pradesh,bajra,kharif     ,harda,82.5,82.0,0.944285714,nan,nan
13825,madhya pradesh,bajra,kharif     ,hoshangabad,94.38888889,95.16666667,1.148888889,nan,nan
13826,madhya pradesh,bajra,kharif     ,indore,7.166666667,14.16666667,1.616666667,nan,nan
13827,madhya pradesh,bajra,kharif     ,jabalpur,16.2,18.8,1.186,nan,nan
13828,madhya pradesh,bajra,kharif     ,jhabua,9059.55,4350.75,0.5645,nan,nan
13829,madhya pradesh,bajra,kharif     ,katni,1.5,1.666666667,1.0,nan,nan
13830,madhya pradesh,bajra,kharif     ,khandwa,493.0,301.8421053,0.683684211,nan,nan
13831,madhya pradesh,bajra,kharif     ,khargone,2027.0,835.6666667,0.491428571,nan,nan
13832,madhya pradesh,bajra,kharif     ,mandla,6.0,4.0,0.67,nan,nan
13833,madhya pradesh,bajra,kharif     ,mandsaur,71.31578947,67.21052632,0.963684211,nan,nan
13834,madhya pradesh,bajra,kharif     ,morena,100011.4545,209034.5455,1.983636364,nan,nan
13835,madhya pradesh,bajra,kharif     ,narsinghpur,271.5625,436.0625,1.426875,nan,nan
13836,madhya pradesh,bajra,kharif     ,neemuch,27.0,22.9375,0.948125,nan,nan
13837,madhya pradesh,bajra,kharif     ,panna,144.4210526,198.8947368,1.089473684,nan,nan
13838,madhya pradesh,bajra,kharif     ,raisen,91.66666667,181.5,1.894166667,nan,nan
13839,madhya pradesh,bajra,kharif     ,rajgarh,26.16666667,11.6,0.836666667,nan,nan
13840,madhya pradesh,bajra,kharif     ,ratlam,122.8666667,156.6666667,1.404666667,nan,nan
13841,madhya pradesh,bajra,kharif     ,rewa,1079.952381,1120.714286,0.623809524,nan,nan
13842,madhya pradesh,bajra,kharif     ,sagar,21.8125,23.8125,1.036875,nan,nan
13843,madhya pradesh,bajra,kharif     ,satna,183.9444444,226.1666667,0.682777778,nan,nan
13844,madhya pradesh,bajra,kharif     ,sehore,26.5,48.75,1.9925,nan,nan
13845,madhya pradesh,bajra,kharif     ,seoni,20.66666667,22.5,1.02,nan,nan
13846,madhya pradesh,bajra,kharif     ,shahdol,12.57142857,17.5,0.324285714,nan,nan
13847,madhya pradesh,bajra,kharif     ,shajapur,14.6875,13.25,0.875,nan,nan
13848,madhya pradesh,bajra,kharif     ,sheopur,17148.14286,26093.52381,1.487619048,nan,nan
13849,madhya pradesh,bajra,kharif     ,shivpuri,7991.0,11493.13636,1.411818182,nan,nan
13850,madhya pradesh,bajra,kharif     ,sidhi,1848.4,1698.6,0.583,nan,nan
13851,madhya pradesh,bajra,kharif     ,singrauli,8949.0,15326.0,1.316,nan,nan
13852,madhya pradesh,bajra,kharif     ,tikamgarh,6.0,6.75,1.02,nan,nan
13853,madhya pradesh,bajra,kharif     ,ujjain,29.0,27.8125,0.971875,nan,nan
13854,madhya pradesh,bajra,kharif     ,umaria,504.25,1004.25,1.325,nan,nan
13855,madhya pradesh,bajra,kharif     ,vidisha,244.0,693.4,2.196,nan,nan
13856,madhya pradesh,bajra,whole year ,alirajpur,16308.0,9956.0,0.61,nan,nan
13857,madhya pradesh,bajra,whole year ,barwani,8575.0,4278.0,0.5,nan,nan
13858,madhya pradesh,bajra,whole year ,bhind,33206.0,39657.0,1.19,nan,nan
13859,madhya pradesh,bajra,whole year ,burhanpur,54.0,44.0,0.81,nan,nan
13860,madhya pradesh,bajra,whole year ,chhatarpur,16.0,8.0,0.5,nan,nan
13861,madhya pradesh,bajra,whole year ,chhindwara,57.0,57.0,1.0,nan,nan
13862,madhya pradesh,bajra,whole year ,damoh,6.0,8.0,1.33,nan,nan
13863,madhya pradesh,bajra,whole year ,datia,955.0,1248.0,1.31,nan,nan
13864,madhya pradesh,bajra,whole year ,dhar,4241.0,2199.0,0.52,nan,nan
13865,madhya pradesh,bajra,whole year ,guna,77.0,128.0,1.66,nan,nan
13866,madhya pradesh,bajra,whole year ,gwalior,11234.0,28961.0,2.58,nan,nan
13867,madhya pradesh,bajra,whole year ,harda,16.0,27.0,1.69,nan,nan
13868,madhya pradesh,bajra,whole year ,hoshangabad,41.0,45.0,1.1,nan,nan
13869,madhya pradesh,bajra,whole year ,jabalpur,5.0,7.0,1.4,nan,nan
13870,madhya pradesh,bajra,whole year ,jhabua,4.0,3.0,0.75,nan,nan
13871,madhya pradesh,bajra,whole year ,khandwa,809.0,551.0,0.68,nan,nan
13872,madhya pradesh,bajra,whole year ,khargone,1123.0,513.0,0.46,nan,nan
13873,madhya pradesh,bajra,whole year ,mandsaur,43.0,42.0,0.98,nan,nan
13874,madhya pradesh,bajra,whole year ,morena,91537.0,157611.0,1.72,nan,nan
13875,madhya pradesh,bajra,whole year ,narsinghpur,8.0,13.0,1.63,nan,nan
13876,madhya pradesh,bajra,whole year ,neemuch,25.0,25.0,1.0,nan,nan
13877,madhya pradesh,bajra,whole year ,panna,106.0,94.0,0.89,nan,nan
13878,madhya pradesh,bajra,whole year ,ratlam,10.0,17.0,1.7,nan,nan
13879,madhya pradesh,bajra,whole year ,rewa,1248.0,613.0,0.49,nan,nan
13880,madhya pradesh,bajra,whole year ,sagar,36.0,44.0,1.22,nan,nan
13881,madhya pradesh,bajra,whole year ,satna,86.0,47.0,0.55,nan,nan
13882,madhya pradesh,bajra,whole year ,shahdol,1.0,nan,0.0,nan,nan
13883,madhya pradesh,bajra,whole year ,shajapur,9.0,7.0,0.78,nan,nan
13884,madhya pradesh,bajra,whole year ,sheopur,17185.0,28595.0,1.66,nan,nan
13885,madhya pradesh,bajra,whole year ,shivpuri,10885.0,18699.0,1.72,nan,nan
13886,madhya pradesh,bajra,whole year ,sidhi,1.0,nan,0.0,nan,nan
13887,madhya pradesh,bajra,whole year ,ujjain,6.0,7.0,1.17,nan,nan
13888,madhya pradesh,bajra,whole year ,vidisha,1.0,2.0,2.0,nan,nan
13889,madhya pradesh,banana,whole year ,anuppur,1.5,36.25,12.85714286,nan,nan
13890,madhya pradesh,banana,whole year ,balaghat,53.25,1916.25,39.684375,nan,nan
13891,madhya pradesh,banana,whole year ,barwani,695.96875,38499.25,41.81375,nan,nan
13892,madhya pradesh,banana,whole year ,betul,45.22222222,612.375,12.21444444,nan,nan
13893,madhya pradesh,banana,whole year ,burhanpur,14654.21429,863495.5,57.26857143,nan,nan
13894,madhya pradesh,banana,whole year ,chhatarpur,9.0,718.3333333,31.14153846,nan,nan
13895,madhya pradesh,banana,whole year ,chhindwara,6.416666667,173.4545455,39.78583333,nan,nan
13896,madhya pradesh,banana,whole year ,damoh,6.409090909,185.8181818,25.39363636,nan,nan
13897,madhya pradesh,banana,whole year ,dewas,21.28571429,637.7142857,27.23285714,nan,nan
13898,madhya pradesh,banana,whole year ,dhar,839.875,48698.0,49.0625,nan,nan
13899,madhya pradesh,banana,whole year ,dindori,2.0,66.0,33.0,nan,nan
13900,madhya pradesh,banana,whole year ,harda,50.0,3003.083333,37.94538462,nan,nan
13901,madhya pradesh,banana,whole year ,hoshangabad,32.38461538,1219.923077,39.41384615,nan,nan
13902,madhya pradesh,banana,whole year ,jabalpur,148.7133333,7128.8,33.61,nan,nan
13903,madhya pradesh,banana,whole year ,jhabua,1.0,20.0,13.33333333,nan,nan
13904,madhya pradesh,banana,whole year ,katni,252.2785714,18041.0,60.13428571,nan,nan
13905,madhya pradesh,banana,whole year ,khandwa,2134.125,72229.125,49.900625,nan,nan
13906,madhya pradesh,banana,whole year ,khargone,493.3125,24082.9375,43.5875,nan,nan
13907,madhya pradesh,banana,whole year ,mandla,26.36666667,1391.0,36.84166667,nan,nan
13908,madhya pradesh,banana,whole year ,mandsaur,1.0,0.0,0.0,nan,nan
13909,madhya pradesh,banana,whole year ,narsinghpur,13.16666667,578.4,26.485,nan,nan
13910,madhya pradesh,banana,whole year ,panna,28.35555556,1081.777778,26.16555556,nan,nan
13911,madhya pradesh,banana,whole year ,raisen,8.5,0.0,0.0,nan,nan
13912,madhya pradesh,banana,whole year ,rajgarh,1.0,0.0,0.0,nan,nan
13913,madhya pradesh,banana,whole year ,ratlam,4.125,185.5,31.755,nan,nan
13914,madhya pradesh,banana,whole year ,rewa,27.2,1012.230769,24.45785714,nan,nan
13915,madhya pradesh,banana,whole year ,sagar,2.666666667,66.5,25.51777778,nan,nan
13916,madhya pradesh,banana,whole year ,satna,2.0,36.0,18.0,nan,nan
13917,madhya pradesh,banana,whole year ,sehore,3.0,118.0,39.33,nan,nan
13918,madhya pradesh,banana,whole year ,seoni,3.222222222,176.2857143,41.02222222,nan,nan
13919,madhya pradesh,banana,whole year ,shahdol,10.0,621.25,27.56571429,nan,nan
13920,madhya pradesh,banana,whole year ,shivpuri,37.0,0.0,0.0,nan,nan
13921,madhya pradesh,banana,whole year ,sidhi,47.26666667,1763.785714,25.76733333,nan,nan
13922,madhya pradesh,banana,whole year ,singrauli,16.09090909,480.1818182,24.32454545,nan,nan
13923,madhya pradesh,banana,whole year ,tikamgarh,4.777777778,117.25,21.22111111,nan,nan
13924,madhya pradesh,banana,whole year ,ujjain,1.666666667,49.0,32.33333333,nan,nan
13925,madhya pradesh,banana,whole year ,umaria,18.28571429,646.0,23.96428571,nan,nan
13926,madhya pradesh,barley,kharif     ,agar malwa,444.6666667,503.6666667,1.19,nan,nan
13927,madhya pradesh,barley,kharif     ,alirajpur,2086.714286,5217.285714,1.648571429,nan,nan
13928,madhya pradesh,barley,kharif     ,anuppur,188.8571429,325.0,1.137142857,nan,nan
13929,madhya pradesh,barley,kharif     ,ashoknagar,616.7142857,1440.285714,2.454285714,nan,nan
13930,madhya pradesh,barley,kharif     ,balaghat,1150.0,1740.0,1.55,nan,nan
13931,madhya pradesh,barley,kharif     ,barwani,3933.333333,11123.33333,2.67,nan,nan
13932,madhya pradesh,barley,kharif     ,bhind,3289.25,9511.625,2.79125,nan,nan
13933,madhya pradesh,barley,kharif     ,bhopal,1.0,1.0,1.0,nan,nan
13934,madhya pradesh,barley,kharif     ,burhanpur,4466.666667,11680.0,2.32,nan,nan
13935,madhya pradesh,barley,kharif     ,chhatarpur,12330.625,24205.0,2.03875,nan,nan
13936,madhya pradesh,barley,kharif     ,damoh,69.33333333,150.6666667,2.106666667,nan,nan
13937,madhya pradesh,barley,kharif     ,datia,1869.75,5824.625,3.0975,nan,nan
13938,madhya pradesh,barley,kharif     ,dewas,384.0,810.8,2.45,nan,nan
13939,madhya pradesh,barley,kharif     ,dhar,5176.571429,21196.14286,2.507142857,nan,nan
13940,madhya pradesh,barley,kharif     ,dindori,27.0,59.0,1.3175,nan,nan
13941,madhya pradesh,barley,kharif     ,guna,327.8571429,825.4285714,2.595714286,nan,nan
13942,madhya pradesh,barley,kharif     ,gwalior,1314.625,2992.125,2.345,nan,nan
13943,madhya pradesh,barley,kharif     ,harda,249.8333333,658.0,2.661666667,nan,nan
13944,madhya pradesh,barley,kharif     ,hoshangabad,4.0,8.75,2.0275,nan,nan
13945,madhya pradesh,barley,kharif     ,indore,200.0,565.0,2.825,nan,nan
13946,madhya pradesh,barley,kharif     ,jabalpur,10.0,24.0,2.0,nan,nan
13947,madhya pradesh,barley,kharif     ,jhabua,1409.666667,5104.833333,2.686666667,nan,nan
13948,madhya pradesh,barley,kharif     ,katni,511.5714286,1159.571429,2.12,nan,nan
13949,madhya pradesh,barley,kharif     ,khandwa,6526.666667,16796.66667,2.36,nan,nan
13950,madhya pradesh,barley,kharif     ,khargone,3287.5,8725.0,2.285,nan,nan
13951,madhya pradesh,barley,kharif     ,mandla,188.0,387.6666667,1.666666667,nan,nan
13952,madhya pradesh,barley,kharif     ,mandsaur,233.5,918.75,3.73,nan,nan
13953,madhya pradesh,barley,kharif     ,morena,1622.625,4172.0,2.40375,nan,nan
13954,madhya pradesh,barley,kharif     ,narsinghpur,4.0,7.0,1.75,nan,nan
13955,madhya pradesh,barley,kharif     ,neemuch,911.8,2806.8,2.944,nan,nan
13956,madhya pradesh,barley,kharif     ,panna,3714.0,7756.0,1.94625,nan,nan
13957,madhya pradesh,barley,kharif     ,raisen,242.2,316.6,2.392,nan,nan
13958,madhya pradesh,barley,kharif     ,rajgarh,405.5714286,864.0,2.14,nan,nan
13959,madhya pradesh,barley,kharif     ,ratlam,172.0,598.1666667,4.106666667,nan,nan
13960,madhya pradesh,barley,kharif     ,rewa,3825.0,6373.125,1.70625,nan,nan
